scene,seq,pair,dof,label text,label value,pred option,pred text,reason,question
pumpkin,seq-01,000655-000693,phi,rightward,26.980194,left,leftward,"The source image shows a wider view of the kitchen, while the target image is a closer view of the same kitchen. This suggests that the camera has moved closer to the subject, resulting in a leftward rotation.",None
pumpkin,seq-01,000656-000698,phi,rightward,28.940508,right,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the counter. This suggests a rightward rotation of the camera during the transition from the source image to the target image.",None
pumpkin,seq-01,000675-000709,phi,rightward,21.697035,right,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the scene. This suggests a rightward rotation of the camera when moving from the source image to the target image.",None
pumpkin,seq-06,000900-000931,phi,leftward,18.896098,left,leftward,"The source image shows a wider view of the kitchen, while the target image is a closer view of the same kitchen. This suggests that the camera has moved closer to the subject, which is consistent with a leftward rotation.",None
heads,seq-01,000222-000249,phi,leftward,15.069571,left,leftward,The position of the objects on the desk appears to have shifted slightly to the left in the target image compared to the source image. This suggests that the camera moved to the left when capturing the target image.,None
office,seq-07,000157-000191,phi,leftward,19.258184,left,leftward,"The source image shows a wider view of the room, while the target image is a closer view of the same room. The camera appears to have moved leftward to capture the closer view of the desk and the poster on the wall.",None
office,seq-03,000747-000787,phi,leftward,25.804024,left,leftward,"The source image shows a wider view of the room, while the target image is a closer view of the same room. The camera appears to have moved closer to the desk and the chair, resulting in a leftward rotation of the camera to capture the target image.",None
office,seq-08,000308-000354,phi,leftward,33.563086,left,leftward,"The source image shows a wider view of the room, while the target image is a closer view of the same room. The camera appears to have moved leftward to focus on the desk and chair in the foreground, resulting in a narrower field of view and a more detailed view of the objects in the room.",None
pumpkin,seq-01,000614-000658,phi,rightward,20.0769,left,leftward,"The source image shows a wider view of the kitchen, while the target image is a closer view of the same kitchen. This suggests that the camera has moved closer to the objects in the kitchen, resulting in a leftward rotation of the camera.",None
office,seq-07,000242-000270,phi,leftward,16.168376,left,leftward,"The source image is more blurry and the target image is clearer, indicating that the camera moved from a closer distance to a farther distance, which is consistent with a leftward rotation.",None
pumpkin,seq-01,000619-000674,phi,rightward,28.542106,left,leftward,"The source image shows a wider view of the kitchen, while the target image is a closer view of the same kitchen. The camera appears to have moved closer to the sink, capturing more detail in the foreground. This suggests a leftward rotation of the camera.",None
pumpkin,seq-01,000646-000696,phi,rightward,36.492849,left,leftward,"The source image shows a wider view of the kitchen, while the target image is a closer view of the same kitchen. The camera appears to have moved closer to the counter, capturing a more detailed view of the sink and the items on it. This suggests a leftward rotation of the camera.",None
office,seq-03,000781-000806,phi,leftward,15.632855,left,leftward,"The source image shows a wider view of the room, while the target image is a closer view of the same room. The camera appears to have moved closer to the desk and chair, resulting in a leftward rotation of the camera to capture the target image.",None
fire,seq-02,000031-000176,phi,rightward,18.254349,right,rightward,"The target image appears to be taken from a slightly different angle compared to the source image. The position of the objects, such as the fire extinguisher and the plant, have shifted to the right, indicating that the camera has moved to the right during the transition from the source image to the target image.",None
office,seq-07,000185-000215,phi,leftward,17.892543,left,leftward,"The source image is taken from a slightly different angle compared to the target image. The position of the desk and the chair in the source image is more to the left side of the room, while in the target image, they are more centered. This suggests that the camera has moved to the left to capture the target image.",None
pumpkin,seq-01,000697-000726,phi,rightward,15.88169,right,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the counter. This suggests that the camera has moved to the right, capturing the same scene from a new perspective.",None
office,seq-07,000241-000273,phi,leftward,18.829098,left,leftward,"The source image is taken from a slightly different angle compared to the target image. The position of the desk and the chairs have shifted to the left, indicating that the camera has moved to the left to capture the target image. Additionally, the light source from the window appears to be more to the left in the target image, further supporting the leftward movement of the camera.",None
pumpkin,seq-06,000879-000917,phi,leftward,27.123125,left,leftward,"The source image shows a kitchen with a counter and a machine on the left side, while the target image shows the same kitchen with the machine now on the right side. This indicates that the camera has moved to the right, rotating 180 degrees to show the opposite side of the kitchen.",None
pumpkin,seq-06,000857-000891,phi,leftward,32.460798,left,leftward,"The source image shows a room with a door on the right side, while the target image shows a different room with a door on the left side. This suggests that the camera has moved to the left side of the room, facing the door that was previously on the right side in the source image. Therefore, the main camera movement is a leftward rotation.",None
fire,seq-02,000047-000179,phi,rightward,17.203386,right,rightward,"The target image appears to be a continuation of the source image, with the yellow caution sign now positioned to the right of the fire extinguisher and the red fire safety board. This suggests that the camera has moved to the right to capture the target image, maintaining the same perspective and composition as the source image.",None
office,seq-03,000735-000771,phi,leftward,24.460997,left,leftward,"The source image shows a room with a chair and a desk, while the target image shows a different angle of the same room with the chair and desk in a different position. The camera appears to have moved to the left, as the chair and desk are now on the left side of the frame in the target image, compared to the right side in the source image.",None
pumpkin,seq-06,000934-000965,phi,leftward,18.202988,right,rightward,"The target image is taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the counter. This suggests a rightward rotation of the camera to capture the image.",None
pumpkin,seq-01,000607-000648,phi,rightward,15.264768,left,leftward,"The source image shows a wider view of the kitchen, while the target image is a closer view of the same kitchen. The camera appears to have moved closer to the counter, capturing more detail of the items on the counter and the labels on the bins. This suggests a leftward rotation of the camera.",None
office,seq-03,000719-000747,phi,leftward,20.34014,left,leftward,"The source image shows a wider view of the room, while the target image is a closer view of the same room. The camera appears to have moved closer to the desk and chair, resulting in a leftward rotation of the camera to capture the target image.",None
pumpkin,seq-03,000860-000893,phi,rightward,17.354625,left,leftward,"The position of the objects in the image has not changed significantly between the source image and the target image. The blue sofa, the green pumpkin, and the red cabinets are all in the same relative positions. However, the source image appears to be taken from a slightly different angle, making the left side of the image appear more prominent. This suggests that the camera has moved slightly to the left when comparing the source image to the target image.",None
pumpkin,seq-01,000230-000260,phi,leftward,19.162956,left,leftward,"The vending machine and the microwave oven appear to be in the same position in both images, but the refrigerator in the source image is slightly to the left compared to the target image. This suggests that the camera has moved to the right, causing the refrigerator to appear further to the left in the target image. Therefore, the main camera movement is leftward rotation.",None
chess,seq-01,000777-000833,phi,rightward,16.633739,left,leftward,"The main camera movement from the source image to the target image is a leftward rotation. This is evident from the position of the objects on the shelf, which appear to have shifted to the left in the target image compared to the source image. The books, the cup, and the gaming console are all aligned in a way that suggests a rotation to the left. Additionally, the angle of the shelf in the target image is more acute, further supporting the leftward rotation hypothesis.",None
pumpkin,seq-03,000872-000897,phi,rightward,15.197856,right,rightward,"The image appears to be taken from a slightly different angle, with the camera moving to the right. The position of the objects, such as the couch and the apple, have shifted slightly to the right, indicating that the camera has moved in that direction. Additionally, the background elements, such as the red cabinets and the counter, have also shifted to the right, further supporting the conclusion that the camera moved to the right.",None
pumpkin,seq-06,000853-000940,phi,leftward,65.242274,right,rightward,"The source image shows a kitchen with a counter and some appliances, while the target image shows a different kitchen with red cabinets and a different layout. The camera appears to have moved to the right to capture the target image, as the perspective and layout of the kitchen have changed.",None
redkitchen,seq-05,000013-000055,phi,leftward,16.142275,left,leftward,"The source image shows a room with a red shelf and a television displaying a video. The target image appears to be a continuation of the same scene with a slight shift in perspective. The camera seems to have moved to the left, as the angle of the television and the position of the objects on the shelf have changed slightly, indicating a leftward rotation.",None
pumpkin,seq-01,000611-000654,phi,rightward,18.888916,left,leftward,"The source image is taken from a slightly different angle compared to the target image. The camera appears to have moved to the left, as the left side of the sink and the labels on the bins are more visible in the target image. Additionally, the left side of the red cabinets in the source image is more obscured in the target image, indicating a leftward movement of the camera.",None
fire,seq-02,000037-000181,phi,rightward,19.945995,left,leftward,"The camera appears to have moved to the left, as the position of the objects and the perspective of the room have changed. The fire extinguisher and the yellow caution sign are now more to the left in the frame, and the plant is positioned differently, indicating a leftward rotation of the camera.",None
office,seq-03,000723-000754,phi,leftward,21.761384,left,leftward,"The source image is more blurry and the objects are less distinct compared to the target image. This suggests that the camera moved towards the left, resulting in a clearer and more focused image in the target image.",None
redkitchen,seq-05,000511-000565,phi,leftward,29.078437,left,leftward,"The source image shows a wider view of the room, while the target image is a closer view of the same area. The camera appears to have moved closer to the wall, capturing a more detailed view of the objects on the shelf and the items on the counter. This suggests a leftward rotation of the camera.",None
heads,seq-01,000606-000632,phi,rightward,16.1991,left,leftward,"The source image shows a clearer and more detailed view of the desk and its contents, while the target image is blurry and lacks detail. This suggests that the camera moved leftward to capture the source image, resulting in the loss of detail in the target image.",None
pumpkin,seq-01,000239-000279,phi,leftward,26.480473,left,leftward,"The source image shows a kitchen with a refrigerator on the left side, while the target image shows the same kitchen with the refrigerator now on the right side. This indicates that the camera has moved to the right, rotating 180 degrees to show the same kitchen from a different perspective.",None
office,seq-03,000734-000760,phi,leftward,17.972381,left,leftward,"The source image shows a wider view of the room, while the target image is a closer view of the same room. The camera appears to have moved closer to the desk and the computer, resulting in a leftward rotation of the camera to capture the target image.",None
pumpkin,seq-06,000938-000970,phi,leftward,17.165657,right,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the counter. This suggests a rightward rotation of the camera during the transition from the source to the target image.",None
pumpkin,seq-01,000262-000296,phi,leftward,19.433601,left,leftward,"The position of the red cabinets and the countertop in both images are consistent, indicating that the camera has moved to the left to capture the image. The left side of the image is more visible in the target image compared to the source image, further supporting this movement.",None
pumpkin,seq-06,000851-000929,phi,leftward,60.636645,right,rightward,"The source image shows a kitchen with a counter and some appliances, while the target image shows a different kitchen with a counter and some appliances. The counter and appliances in the target image are positioned to the right of the source image, indicating that the camera has moved to the right to capture the target image.",None
pumpkin,seq-01,000657-000700,phi,rightward,29.413147,right,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the counter. This suggests a rightward rotation of the camera during the transition from the source to the target image.",None
office,seq-07,000175-000208,phi,leftward,20.000744,left,leftward,"The source image shows a wider view of the room, while the target image is a closer view of the same room. The position of the desk and the chair in the target image is consistent with their position in the source image, but the perspective is different. This suggests that the camera has moved closer to the desk and chair, resulting in a leftward rotation of the camera.",None
office,seq-07,000191-000219,phi,leftward,15.916691,left,leftward,"The source image is taken from a slightly different angle compared to the target image. The position of the desk and the chair appears to be more to the left in the source image, while in the target image, it is more to the right. This suggests that the camera has moved to the left to capture the target image.",None
